Count Start Date,Road Name,Carriageway Start Name,Carriageway End Name,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total,latitude,longitude
2018-06-27,GLENFIELD RD,KAIPATIKI RD,BENTLEY AVE,25303.0,24388.0,24446.0,19753.0,2299,,1982,,2130,,0.89,0.01,0.02,0.04,0.01,0.07,-36.780946769932285,174.7217669518508
2018-06-27,TRIPOLI RD,HINAKI ST,WADDELL AVE,7153.0,6702.0,6341.0,4807.0,673,845.0,573,915.0,673,,0.97,0.0,0.01,0.01,0.0,0.02,-36.88619871194168,174.85982037021117
2018-06-27,PT ENGLAND RD,HOLLAND AVE,WADDELL AVE,8332.0,7834.0,7402.0,5774.0,772,,648,1030.0,779,1530.0,0.94,0.01,0.03,0.01,0.0,0.05,-36.88211411144633,174.8622233353531
2018-06-27,GLENFIELD RD,DOWNING ST,KAIPATIKI RD,19094.0,18468.0,18678.0,15127.0,1576,,1533,,1692,,0.89,0.01,0.03,0.03,0.01,0.07,-36.78259855062514,174.7209858955851
2018-06-27,HEATHERBANK ST,EPPING ST,FARRINGDON ST,946.0,891.0,829.0,676.0,109,,75,,112,,0.92,0.0,0.06,0.02,0.0,0.08,-36.87601447714032,174.8603474468677
2018-06-27,ELSTREE AVE,CHILTERN CRES (NORTH),CHILTERN CRES (SOUTH),7016.0,6548.0,6432.0,4325.0,795,,675,,764,,0.96,0.01,0.02,0.01,0.0,0.03,-36.875466204187326,174.86714409546963
2018-06-27,WEST HOE HEIGHTS,NGAHERE VIEWS,END OF SEAL,655.0,632.0,608.0,540.0,83,845.0,76,915.0,82,1830.0,0.94,0.01,0.03,0.01,0.0,0.04,-36.57958616130372,174.6815532211301
2018-06-27,GREAT SOUTH RD (NEWMARKET) (SW),ALEXANDER ST,PIKI THOMPSON WAY,27517.0,25877.0,24848.0,18707.0,2065,,2107,,2367,,0.94,0.02,0.04,0.01,0.0,0.04,-36.949197324424965,174.84504555631764
2018-06-27,BELGIUM ST (WAIHEKE),WHARF RD (POWERPOLE RHS),OSTEND RD,9151.0,8573.0,8111.0,6146.0,908,,943,,927,,0.92,0.01,0.05,0.01,0.0,0.06,-36.79584966596789,175.04686708862033
2018-06-27,OSTEND RD,ERUA RD (POWERPOLE RHS),O'BRIEN RD,6165.0,5915.0,6056.0,4524.0,610,,661,915.0,608,,0.93,0.01,0.04,0.01,0.0,0.05,-36.800309443747906,175.05740895645746
2018-06-27,OSTEND RD,WHARF RD,ALBERT CRES,1105.0,1023.0,1014.0,618.0,118,,138,915.0,125,,0.9,0.01,0.05,0.02,0.0,0.07,-36.799548367113985,175.0445783333299
2018-06-27,SEA VIEW RD (WAIHEKE),OSTEND RD,ERUA RD,1088.0,969.0,760.0,581.0,250,,185,915.0,187,,0.9,0.01,0.02,0.02,0.0,0.04,-36.79154170511929,175.05364437318985
2018-06-27,WHARF RD (WAIHEKE),BELGIUM ST (AT TEE_POWERPOLE LHS),PUTIKI RD,8808.0,8169.0,7448.0,5694.0,940,,947,915.0,932,,0.92,0.01,0.04,0.01,0.0,0.05,-36.79610378704431,175.04309706559116
2018-06-27,MIAMI AVE,HAMILTON RD,OCEAN RD,8027.0,7486.0,6861.0,5408.0,850,,802,915.0,826,,0.89,0.0,0.03,0.02,0.0,0.05,-36.79305718774519,175.02572424992675
2018-06-27,CAUSEWAY RD,DONALD BRUCE RD RAB,WILMA RD,9436.0,8748.0,7923.0,6131.0,1093,,1006,,1014,,0.9,0.01,0.02,0.03,0.0,0.05,-36.79694480551236,175.03241651522512
2018-06-27,PAKURANGA RD,WILBUR PL,GOSSAMER DR,1809.0,1783.0,1976.0,1462.0,340,,488,1245.0,605,,0.24,0.0,0.12,0.02,0.0,0.15,-36.906562421681635,174.8882052776644
2018-06-27,PAKURANGA RD (WEST BOUND)  (80375),GOSSAMER DR,GLENMORE RD,524.0,419.0,208.0,104.0,267,,75,1245.0,155,,0.22,0.0,0.14,0.01,0.0,0.16,-36.906562421681635,174.8882052776644
2018-06-27,PAKURANGA RD,JOHNS LANE,GLENMORE RD,5632.0,4926.0,4451.0,1867.0,475,,894,,1528,,0.36,0.0,0.08,0.02,0.01,0.12,-36.90849003501005,174.88374082090957
2018-06-27,BEACH RD (CITY),TANGIHUA ST,MAHUHU CRES,12340.0,10903.0,7492.0,7130.0,1203,,1108,,1119,,0.85,0.01,0.04,0.03,0.02,0.1,-36.846953082613354,174.7732542087789
2018-06-27,PAKURANGA RD (EAST BOUND)  (52060),PIGEON MOUNTAIN RD,DUNROBIN PL,7082.0,6422.0,5892.0,3653.0,1131,,653,,1369,,0.2,0.0,0.17,0.02,0.01,0.2,-36.898777632956396,174.90272595123125
2018-06-27,QUEEN ST (CITY),SHORTLAND ST,VULCAN LANE,8885.0,9292.0,11384.0,9237.0,566,,580,,568,,0.87,0.0,0.05,0.02,0.0,0.08,-36.8466916675597,174.76599207630886
2018-06-27,ANDERSON AVE,ROPATA AVE RAB (CROSSING RHS),HOLLAND AVE RAB (POLE RHS),576.0,566.0,569.0,512.0,45,,58,,61,,0.92,0.0,0.01,0.02,0.0,0.03,-36.88417137497332,174.86035463863288
2018-06-27,PAKURANGA RD (WEST BOUND)  (80375),GLENMORE RD,JOHNS LANE,1229.0,1002.0,611.0,259.0,568,,96,1245.0,141,,0.25,0.0,0.17,0.03,0.01,0.21,-36.90849003501005,174.88374082090957
2018-06-28,OCEAN VIEW RD (WAIHEKE ISLAND),MAKO ST (POWERPOLE RHS),KORORA RD,4128.0,3990.0,4017.0,3273.0,495,,394,915.0,474,,0.92,0.0,0.04,0.01,0.0,0.06,-36.781973190146026,175.00592433322322
2018-06-28,LANNAN RD,SURFDALE RD,HAMILTON RD,138.0,129.0,116.0,97.0,21,,21,915.0,18,,0.92,0.0,0.04,0.01,0.0,0.06,-36.79029562905335,175.02169569932286
2018-06-28,VAUXHALL RD,GROVE RD,ASCOT AVE,4474.0,4077.0,4510.0,1656.0,490,,616,,518,,0.93,0.0,0.03,0.01,0.0,0.04,-36.81936101156501,174.80571199921928
2018-06-28,VAUXHALL RD,GROVE RD,ASCOT AVE,4775.0,4685.0,5336.0,3582.0,482,,609,,513,,0.93,0.0,0.04,0.01,0.0,0.04,-36.81829984867123,174.80555253361456
2018-06-28,GREAT SOUTH RD (NEWMARKET) (SW),CRACROFT ST,TAMAKI RIVER (2ND CULVERT),32074.0,29659.0,27665.0,19577.0,2545,,2361,,2822,,0.91,0.03,0.04,0.01,0.0,0.06,-36.95468990391821,174.8488729826732
2018-06-28,ORAPIU RD,AWAAWAROA RD,BRIDGE (1ST ABUTMENT),360.0,334.0,316.0,221.0,46,,46,915.0,38,,0.91,0.02,0.03,0.02,0.0,0.05,-36.79968722269308,175.11292559737217
2018-06-28,OCEAN VIEW RD (WAIHEKE ISLAND),PURIRI RD (LHS),MOA AVE,8090.0,7631.0,7279.0,5688.0,757,,776,915.0,773,,0.94,0.0,0.03,0.01,0.0,0.04,-36.78471839083293,175.01468016588242
2018-06-29,PANNILL PL,FERNHILL WAY,CUL-DE-SAC,468.0,463.0,478.0,427.0,45,,45,,64,,0.98,0.0,0.01,0.0,0.0,0.02,-36.72305397178629,174.72039506694549
2018-06-29,RAME RD,ORATAU PL,CUL-DE-SAC,409.0,395.0,411.0,307.0,54,,49,,55,1730.0,0.93,0.02,0.02,0.01,0.0,0.03,-36.77160607513346,174.66432718933615
2018-07-02,STANLEY ST (SH 16),BEACH RD,ALTEN RD,41668.0,38994.0,36045.0,28570.0,3208,,2798,,2936,,0.83,0.02,0.04,0.04,0.04,0.12,-36.85171932457037,174.77458683561792
2018-07-21,BRIGHAM CREEK RD,NGAHUE CRES,AIRPORT RD,11976.0,11200.0,10842.0,7680.0,1083,,1023,,1176,,0.93,0.01,0.03,0.02,0.01,0.05,-36.794501174738365,174.61792999547586
2018-07-21,AWANOHI RD,EAST COAST RD,ALPURT BRIDGE,1161.0,1070.0,951.0,734.0,148,,96,,145,,0.92,0.01,0.05,0.02,0.0,0.06,-36.68338490884582,174.6996687374269
2018-07-21,OKURA RIVER RD,RURAL-URBAN (50KM-H SIGN),VAUGHANS RD,2181.0,2110.0,2157.0,1704.0,182,,209,,208,1800.0,0.95,0.01,0.02,0.01,0.0,0.03,-36.69579338508408,174.71749270805864
2018-07-21,DUREY RD,AWANOHI RD,S HWAY 17,1007.0,911.0,781.0,557.0,130,,99,,125,,0.93,0.01,0.03,0.02,0.0,0.04,-36.68922346470139,174.6699029198472
2018-07-21,VAUGHANS RD,OKURA RIVER RD,WIDTH CHANGE,568.0,549.0,543.0,459.0,51,,65,,66,,0.92,0.01,0.03,0.03,0.0,0.06,-36.6885598063546,174.7196821155774
2018-07-22,SWANSON RD (HENDERSON),PARKLANDS AVE,WAITAKERE RD (HYDRANT RHS),9388.0,8693.0,7778.0,6128.0,1039,,720,,1054,1730.0,0.91,0.01,0.06,0.01,0.0,0.07,-36.86489108595167,174.56732840418394
2018-07-23,DENBIGH AVE,MT ROSKILL RD,RADNOR RD (LHS),12313.0,11770.0,11338.0,9487.0,953,,1003,945.0,1055,,0.93,0.0,0.04,0.02,0.01,0.06,-36.90907603131194,174.73770792698153
2018-07-23,EDMONTON RD 1076 to 1270 m,CENTRAL PARK DR,ALMA ST,22895.0,21637.0,20397.0,16583.0,1760,,1691,945.0,1756,,0.94,0.01,0.03,0.01,0.01,0.05,-36.87061676539259,174.63932394841265
2018-07-23,DON BUCK RD 266 to 857 m,GLEN RD,HELENA ST,19802.0,18459.0,16458.0,13744.0,1840,,1506,945.0,1844,,0.95,0.0,0.03,0.01,0.0,0.04,-36.857916296393505,174.60967562362725
2018-07-23,DON BUCK RD 3733 to 4114 m,TRIANGLE RD RAB,ROYAL RD,26267.0,24598.0,21614.0,19236.0,2265,,2053,945.0,2137,,0.94,0.0,0.02,0.02,0.0,0.04,-36.83255539162871,174.60474840677153
2018-07-23,CORBAN AVE (HENDERSON) 0 to 213 m,BRUCE MCLAREN RD,ENTERPRISE DR,8088.0,7250.0,5913.0,4398.0,752,,775,945.0,813,,0.95,0.0,0.03,0.01,0.0,0.04,-36.89329080337014,174.62782370737946
2018-07-23,FRED TAYLOR DR,DUNLOP RD,START OF 3 LANES,10469.0,10110.0,9975.0,8449.0,727,,994,945.0,968,,0.91,0.01,0.05,0.01,0.01,0.07,-36.816763985473436,174.60002394070227
2018-07-23,DON BUCK RD 4759 to 4934 m,RUSH CREEK DR,WESTGATE DR RAB,22726.0,21452.0,19341.0,17195.0,1820,,1847,945.0,1956,,0.94,0.0,0.04,0.01,0.0,0.05,-36.82470857726908,174.60777992633416
2018-07-23,EDMONTON RD,ALDERMAN DR RAB,TAKAPU ST,33088.0,31314.0,29774.0,23985.0,2459,,2557,945.0,2536,,0.94,0.0,0.03,0.02,0.01,0.05,-36.877908340110835,174.63542948297086
2018-07-23,CENTRAL PARK DR 1690 to 1896 m,UNIVERSAL DR,TOLICH PL,17248.0,15480.0,13101.0,9015.0,1565,,1450,,1530,,0.94,0.01,0.04,0.01,0.0,0.05,-36.85655132456282,174.63701565384403
2018-07-23,DENIZE RD,STODDARD RD,FARRELLY AVE,2352.0,2309.0,2366.0,2038.0,183,,189,945.0,255,,0.97,0.0,0.01,0.01,0.0,0.02,-36.90091640117176,174.7236512232037
2018-07-23,DON BUCK RD 2581 to 3291 m,GALLONY AVE,CHERRY TREE PL,15777.0,14785.0,13402.0,11206.0,1488,,1307,945.0,1501,,0.95,0.01,0.02,0.01,0.0,0.04,-36.83756473150436,174.60090577947233
2018-07-23,MALCOLM ST,RICHARDSON RD,ALLISON ST,1448.0,1434.0,1497.0,1300.0,131,,104,945.0,136,,0.99,0.0,0.01,0.0,0.0,0.01,-36.907333006535566,174.7237170387817
2018-07-23,CHAMBERLAIN RD (WAITAKERE),SPEED DERESTRICTION (LHS),BIRDWOOD RD,230.0,216.0,197.0,170.0,25,,23,945.0,33,,0.89,0.03,0.04,0.03,0.0,0.07,-36.84628941061685,174.60495694186565
2018-07-23,FINLOW DR,MCLEOD RD,DIVICH AVE,1510.0,1405.0,1322.0,964.0,219,,135,945.0,207,,0.96,0.0,0.01,0.01,0.0,0.02,-36.877282886141835,174.65067489156843
2018-07-23,FLANSHAW RD 344 to 474 m,GRAINGER RD,AMBERLEY AVE,3153.0,3033.0,2889.0,2582.0,302,,275,945.0,342,,0.95,0.0,0.02,0.02,0.0,0.04,-36.861192158669915,174.64493313213416
2018-07-23,EDMONTON RD 1866 to 2169 m,BOSNYAK DR,TE ATATU RD RAB,27281.0,25740.0,24096.0,19678.0,1909,,1994,945.0,2225,,0.93,0.0,0.03,0.02,0.0,0.05,-36.86897880599081,174.6286538357216
2018-07-23,FRED TAYLOR DR,CELLAR CRT,DON BUCK RD RAB,18071.0,17121.0,16024.0,13467.0,1559,,1508,945.0,1448,,0.92,0.01,0.04,0.02,0.0,0.06,-36.82131705350864,174.6079556136973
2018-07-23,FRED TAYLOR DR 749 to 989 m,DON BUCK RD RAB,BAKERS LANE,10687.0,10297.0,10100.0,8543.0,746,,1004,945.0,1004,,0.91,0.01,0.05,0.01,0.01,0.07,-36.81986382481309,174.60410214077424
2018-07-23,FROST RD (THREE KINGS) 163 to 425 m,BRITTON AVE,CARR RD RAB,4528.0,4339.0,4383.0,3348.0,527,,490,945.0,446,,0.95,0.0,0.02,0.01,0.0,0.03,-36.91072481867867,174.7494187177681
2018-07-23,HAYR RD,WARREN AVE (AT TEE),HAUGHEY AVE,11792.0,11269.0,11026.0,8894.0,1018,,1098,945.0,1204,,0.91,0.0,0.06,0.01,0.0,0.08,-36.91218656974564,174.7560297271509
2018-07-23,CENTRAL PARK DR 652 to 865 m,SCHOOL RD (LIGHTPOLE LHS),BRIDGE (1ST ABUTMENT),23505.0,21707.0,19632.0,14787.0,2157,,1963,,2305,,0.95,0.0,0.02,0.01,0.0,0.04,-36.865087322474665,174.63700707742439
2018-07-23,CENTRAL PARK DR,SOLJAN DRIVE (EAST),LINCOLN RD,14262.0,13311.0,12552.0,9315.0,1330,,1206,,1410,,0.95,0.01,0.02,0.02,0.0,0.03,-36.851949573890565,174.63277880664046
2018-07-23,BRUCE MCLAREN RD 1469 to 1611 m,APPLEWOOD DR,LEGACY DR,6315.0,5940.0,5579.0,4426.0,568,,571,,578,,0.95,0.0,0.03,0.01,0.0,0.04,-36.90246986227802,174.6216550594449
2018-07-23,MAY RD (MT ROSKILL) 439 to 506 m,COLEMAN AVE,CULLEN AVE,12409.0,11913.0,11406.0,9939.0,1051,,967,945.0,1142,,0.97,0.0,0.01,0.01,0.0,0.02,-36.90686194734734,174.73687202662148
2018-07-23,HAYR RD 422 to 641 m,HAUGHEY AVE,CARR RD RAB,11544.0,11058.0,10877.0,8812.0,982,,1072,945.0,1207,,0.96,0.0,0.01,0.01,0.0,0.03,-36.91346360544538,174.75500388083543
2018-07-23,CARR RD 738 to 1029 m,DORNWELL RD,FROST RD RAB,9933.0,9318.0,8612.0,6949.0,1206,,866,,1010,,0.93,0.0,0.05,0.01,0.0,0.06,-36.912598724192,174.75009010615292
2018-07-23,CENTRAL PARK DR,EDMONTON RD (LHS),SWAN LANE,14262.0,13311.0,12552.0,9315.0,1330,,1206,,1410,,0.95,0.01,0.02,0.02,0.0,0.03,-36.87116995131957,174.63842705068726
2018-07-23,BRUCE MCLAREN RD,CORBAN AVE,HEREMAI ST,9837.0,9250.0,8514.0,7053.0,827,,753,,879,,0.95,0.0,0.02,0.01,0.0,0.04,-36.89433079758907,174.6302024572552
2018-07-23,WYNDHAM ST,HOBSON ST,FEDERAL ST,2867.0,2711.0,2522.0,2120.0,209,,214,,196,,0.93,0.0,0.03,0.01,0.0,0.04,-36.84654955377438,174.76281497021475
2018-07-23,SWANSON RD (HENDERSON),KNOX RD,CHRISTIAN RD,9533.0,8888.0,7869.0,6679.0,1050,,726,,1041,1730.0,0.92,0.01,0.04,0.01,0.0,0.06,-36.86542990480266,174.5729372169509
2018-07-23,TE ATATU RD,ENDERBY DR,WAIPANI RD,8325.0,7887.0,7329.0,6260.0,735,,612,,742,1545.0,0.94,0.0,0.04,0.01,0.0,0.05,-36.834464334281215,174.64966443643678
2018-07-23,SHAKESPEARE RD (TAKAPUNA) 1263 to 1507 m,BROOK ST,WAIRAU RD,17499.0,16208.0,13601.0,12362.0,1529,,1372,1145.0,1468,1845.0,0.91,0.01,0.02,0.02,0.01,0.05,-36.78148863449172,174.75377082943908
2018-07-23,BRIGHAM CREEK RD 4340 to 4510 m,END OF RAB,START OF RAB,15457.0,14429.0,12960.0,10757.0,1391,,1158,,1533,,0.89,0.01,0.06,0.02,0.01,0.09,-36.80006627884871,174.6387265844379
2018-07-23,BUCKLEY RD 672 to 931 m,LIVERPOOL ST,SELWYN RD,4579.0,4318.0,4034.0,3300.0,449,,338,,404,,0.96,0.0,0.01,0.02,0.0,0.03,-36.90228837146138,174.76585874714667
2018-07-23,BORDER RD 0 to 108 m,HENDERSON RD RAB,TABITHA CRES,14177.0,13321.0,12145.0,10216.0,1289,,1036,,1403,,0.96,0.0,0.02,0.01,0.0,0.04,-36.89307316193497,174.61934646605073
2018-07-23,ARMADA DR 235 to 348 m,CHILDERS RD,EDWIN FREEMAN PL,2080.0,1962.0,1791.0,1545.0,220,,159,,249,,0.95,0.0,0.03,0.02,0.0,0.05,-36.86166532603187,174.60104953847906
2018-07-23,AWAROA RD (SUNNYVALE),WATTLE RD,BLUERIDGE CL,3583.0,3403.0,3230.0,2673.0,397,,327,,375,,0.97,0.01,0.01,0.01,0.0,0.02,-36.8944246777153,174.63713976992508
2018-07-23,BORDER RD,TARANUI PL,BRIDGE (1ST ABUTMENT),13208.0,12410.0,11321.0,9514.0,1259,,988,,1335,,0.96,0.0,0.02,0.01,0.0,0.03,-36.89007725001903,174.61628700586536
2018-07-24,LANDSCAPE RD (MT EDEN) 572 to 1157 m,PARAU ST,MT EDEN RD,3593.0,3576.0,3783.0,3283.0,287,,352,945.0,359,,0.97,0.0,0.01,0.01,0.0,0.02,-36.89808555335079,174.75386600531283
2018-07-24,ALBANY HIGHWAY (ALBANY),AMCOR DRIVEWAY,WIDTH CHANGE,17150.0,16037.0,14853.0,11656.0,1516,,1405,,1724,,0.93,0.01,0.02,0.02,0.01,0.05,-36.75291827160501,174.69703482175535
2018-07-24,GREAT NORTH RD (WAITAKERE),NEWINGTON RD,MONTEL AVE,25547.0,24193.0,22652.0,18964.0,2045,,1972,,2224,,0.92,0.01,0.03,0.03,0.0,0.06,-36.880845322319715,174.63815131424653
2018-07-24,RIMU RD (MANGERE),CORONATION RD RAB,CRAWFORD RD,14278.0,13437.0,12212.0,10457.0,1247,,1075,,1898,,0.93,0.01,0.04,0.01,0.0,0.05,-36.940948806740316,174.78799559728407
2018-07-24,ALBANY HIGHWAY (ALBANY),SCHNAPPER ROCK RD SOUTH,AMCOR DRIVEWAY,21627.0,19608.0,16351.0,12770.0,1798,,1574,,2004,,0.92,0.01,0.02,0.02,0.01,0.06,-36.755161130555955,174.7002991387588
2018-07-24,WALLACE RD (MANGERE),KEA PL,RIDGEMOUNT RISE,5797.0,5408.0,4837.0,4037.0,572,,436,1115.0,820,,0.94,0.01,0.04,0.01,0.0,0.05,-36.94913844061679,174.7762158887053
2018-07-24,CORONATION RD (MANGERE),CHURCH RD RAB,BRIDGE CRT,3411.0,3472.0,3688.0,3564.0,249,,414,,323,,0.95,0.01,0.03,0.0,0.0,0.03,-36.94039958773155,174.78675883400604
2018-07-24,ORUARANGI RD,MONTGOMERIEASCOT RD RAB,SPEED RESTRICTION,2541.0,2182.0,1408.0,1162.0,243,,199,,247,,0.81,0.01,0.1,0.04,0.03,0.17,-36.97259358344654,174.77242484780888
2018-07-24,CORONATION RD (MANGERE),TANNERS RD,MOUNTAIN RD,10038.0,9798.0,10036.0,8360.0,757,,876,,1014,,0.95,0.01,0.04,0.0,0.0,0.04,-36.95021936343344,174.79066048968278
2018-07-24,VICKERS CRES,VALIANT ST (WEST),VALIANT ST (EAST),280.0,262.0,258.0,179.0,26,,29,1115.0,35,,0.95,0.0,0.02,0.01,0.0,0.03,-36.96334250180731,174.7888787076397
2018-07-24,MCINTYRE RD,CORONATION RD RAB,WOODWARD AVE,2422.0,2363.0,2344.0,2086.0,216,,249,,473,,0.96,0.0,0.02,0.0,0.0,0.03,-36.94327386691657,174.78562445480094
2018-07-24,MILLER RD,MCKENZIE RD,MOUNTAIN RD,5760.0,5177.0,4059.0,3382.0,670,,455,,605,,0.91,0.01,0.08,0.0,0.0,0.08,-36.95509873340497,174.78805689048932
2018-07-24,HILLSBOROUGH RD (LYNFIELD) 4038 to 4340 m,CAPE HORN RD,JAMES TYLER CRES,20473.0,19389.0,18136.0,15226.0,1711,,1551,945.0,1846,,0.94,0.0,0.02,0.02,0.0,0.04,-36.93076954710806,174.7316548277667
2018-07-24,GREENWOOD RD,ASCOT RD,ISLAND RD,3198.0,2508.0,921.0,643.0,314,,185,,769,,0.91,0.0,0.07,0.01,0.0,0.07,-36.96984859921432,174.7817856966712
2018-07-24,MCKENZIE RD (MANGERE),KIRKBRIDE RD (AT TEE),VALIANT ST,9170.0,7916.0,5393.0,4169.0,678,,639,,1083,,0.85,0.01,0.12,0.01,0.01,0.15,-36.96384924072351,174.78635210479788
2018-07-24,IDLEWILD AVE,VISCOUNT ST,VALIANT ST,6760.0,6375.0,6200.0,4626.0,703,,476,,659,,0.93,0.0,0.06,0.01,0.0,0.06,-36.96619595606631,174.7915177284849
2018-07-24,KIRKBRIDE RD,MCKENZIE RD (AT TEE),MOUNTAIN RD RAB,2777.0,2563.0,2198.0,1856.0,257,,200,,534,,0.93,0.0,0.05,0.01,0.0,0.06,-36.961527157594865,174.78433227561385
2018-07-24,MCKENZIE RD (MANGERE),BETULA PL,TARATA CRES,10129.0,8873.0,6435.0,5030.0,776,,715,,1047,,0.86,0.01,0.11,0.01,0.01,0.13,-36.961024113773476,174.7878135989139
2018-07-24,KIRKBRIDE RD,VISCOUNT ST,IDLEWILD AVE,11634.0,10206.0,7410.0,5866.0,802,,781,,1295,,0.84,0.01,0.14,0.01,0.0,0.15,-36.968340940006485,174.7855472326562
2018-07-24,CRAWFORD AVE (SOUTH),MIRO RD (LHS),HASTIE AVE (LHS),1478.0,1377.0,1285.0,961.0,124,,119,,331,,0.97,0.0,0.02,0.0,0.0,0.02,-36.94408331852483,174.79052806427995
2018-07-24,HILLSBOROUGH RD (HILLSBOROUGH) 1213 to 1272 m,KELSEY CRES,LITTLEJOHN ST,24787.0,24132.0,24545.0,20447.0,2026,,1977,945.0,1992,,0.92,0.01,0.02,0.03,0.01,0.06,-36.91957665368902,174.75791674359255
2018-07-24,HILLSBOROUGH RD (HILLSBOROUGH),HERD RD,MOTORWAY OVERBRIDGE (1ST ABUTMENT),28999.0,27375.0,25227.0,21403.0,2601,,2249,945.0,2511,,0.91,0.01,0.05,0.02,0.0,0.07,-36.916472331121,174.75877716408533
2018-07-24,TRISTRAM AVE (EAST) 131 to 322 m,RAINES AVE,BECROFT DR (UNCONNECTED),19699.0,19660.0,21132.0,17992.0,1462,,1690,,1566,,0.96,0.0,0.03,0.01,0.0,0.03,-36.77051694871976,174.74779564179224
2018-07-24,DOMINION RD (MT EDEN),MT ALBERT RD (LHS),MEMORIAL AVE (LHS),18199.0,18021.0,18675.0,16481.0,1189,,1430,945.0,1390,,0.94,0.0,0.01,0.03,0.0,0.04,-36.905488078939136,174.74144256870645
2018-07-24,DOMINION RD (MT EDEN),YOUTH ST,HOWELL CRES,13695.0,13267.0,13132.0,11262.0,1173,,971,945.0,1172,,0.96,0.0,0.02,0.01,0.0,0.03,-36.91472602682202,174.73841983347617
2018-07-24,DOMINION RD (MT EDEN) 3918 to 4024 m,CAMBRAI AVE,KEYSTONE AVE,23038.0,22752.0,23207.0,20866.0,1473,,1716,945.0,1736,,0.95,0.0,0.02,0.02,0.0,0.04,-36.902562746753844,174.74239738100886
2018-07-24,DOMINION RD EXTN 351 to 491 m,BUDGEN ST,MARYDALE DR,6649.0,6438.0,5558.0,6265.0,571,,539,945.0,558,,0.95,0.0,0.02,0.02,0.0,0.04,-36.92395752370369,174.73459919427071
2018-07-24,WAIPA ST 0 to 421 m,BALMAIN RD,KAURI RD,19952.0,19738.0,20730.0,17677.0,1475,,1671,1145.0,1760,1500.0,0.95,0.0,0.02,0.02,0.0,0.04,-36.80989591986533,174.70944553760717
2018-07-24,HILLSBOROUGH RD (HILLSBOROUGH) 3339 to 3532 m,HIBISCUS PL,QUONA AVE,18863.0,17799.0,16629.0,13646.0,1654,,1429,945.0,1749,,0.94,0.0,0.04,0.01,0.0,0.05,-36.93030643422415,174.73929013506515
2018-07-24,NORTHCOTE RD (NORTH-SIDE LANE) (WEST) 0 to 548 m,AKORANGA DR_SUNNYBRAE,MOTORWAY ON RAMP,14231.0,13775.0,13733.0,11535.0,1401,,1175,,1045,,0.93,0.01,0.02,0.02,0.0,0.04,-36.79050846889627,174.74967303871418
2018-07-24,HILLSBOROUGH RD (HILLSBOROUGH),GOODALL ST,RICHARDSON RD,25615.0,24162.0,22624.0,18433.0,2299,,1912,945.0,2357,,0.93,0.01,0.03,0.02,0.0,0.05,-36.9256134390261,174.75135311234186
2018-07-24,HILLSBOROUGH RD (HILLSBOROUGH),DELARGEY AVE,HAUGHEY AVE,19261.0,17637.0,14388.0,12771.0,1609,,1469,945.0,1601,,0.94,0.0,0.03,0.02,0.0,0.05,-36.91399539816332,174.75987643356612
2018-07-24,HERD RD 220 to 837 m,ARAMUTU RD,QUEENSTOWN RD,6850.0,4893.0,0.0,0.0,744,,641,945.0,941,,0.96,0.0,0.03,0.01,0.0,0.03,-36.91627181321002,174.76500253758368
2018-07-24,ANDES AVE,KIWI ESP,MUIR AVE,236.0,257.0,340.0,281.0,35,,40,1400.0,36,,0.96,0.0,0.03,0.0,0.0,0.03,-36.94332908527235,174.76505396296946
2018-07-25,MONTGOMERIE RD (WEST),GEORGE BOLT MEMORIAL DR,RICHARD PEARSE DR RAB,1722.0,1354.0,513.0,357.0,170,,322,,131,,0.91,0.0,0.08,0.01,0.0,0.09,-36.98179504437693,174.78272717109007
2018-07-25,MILLBROOK RD,VIEW RD,AWAROA RD,11556.0,11365.0,11903.0,9869.0,925,,1239,,1023,,0.97,0.0,0.02,0.0,0.0,0.02,-36.89082606589579,174.6333709721397
2018-07-25,MASCOT AVE,FRIESIAN DR,CANNING CRES,9802.0,9411.0,9572.0,7294.0,761,,781,,861,,0.96,0.01,0.03,0.01,0.0,0.03,-36.97267141399156,174.80316132103584
2018-07-25,METCALFE RD,SWANSON RD RAB,RISERRA DR,16033.0,15508.0,15346.0,13040.0,1419,,1214,,1357,,0.96,0.0,0.03,0.01,0.0,0.03,-36.86283935985453,174.6115512863879
2018-07-25,KIRKBRIDE RD,JORDAN RD,WESTNEY RD,16512.0,14656.0,11119.0,8908.0,1112,,1081,,1435,,0.9,0.01,0.07,0.01,0.0,0.09,-36.97523221747756,174.7923811464615
2018-07-25,ALBANY HIGHWAY (ALBANY),ROSEDALE RD,BASS RD,19520.0,17956.0,15770.0,12324.0,2220,,1490,,1879,,0.93,0.01,0.02,0.02,0.01,0.05,-36.740553227124884,174.69248423225017
2018-07-25,ALBANY HIGHWAY (ALBANY),SCHNAPPER ROCK RD NORTH,APPLEBY RD,20086.0,18847.0,17608.0,13896.0,1846,,1626,,2214,,0.94,0.01,0.02,0.02,0.01,0.04,-36.74883598584077,174.69380866061894
